NOM_DISPOSITIF,ADRESSE,CODE_POSTAL,VILLE,COM_CODE,COM_NOM,EPCI_CORRE,ADRESSE_COMPLETE,TYPE_STRUCTURE,HORAIRES,INFOS,N_TEL,MAIL,WEBSITE,SERVICES,ACCES,latitude,longitude,BAN_adress,BAN_adress_full,BAN_city,BAN_postcode
Mairie de Hauterive la Fresse,18 Mont d'Hauterive,25650,HAUTERIVE-LA-FRESSE,25303,Hauterive-La-Fresse,CC de Montbenoît,18 Mont d'Hauterive 25650 HAUTERIVE-LA-FRESSE,collectivite,,Disponible pour aider à une première démarche via le secrétariat de Mairie.,03 81 38 12 76,mairie@hauterive-la-fresse.fr,http://www.hauterive-la-fresse.fr/,accomp_demarches-,adapt_handicap-,46.96746,6.44806,18 le Mont d'Hauterive,18 le Mont d'Hauterive 25650 Hauterive-la-Fresse,Hauterive-la-Fresse,25650
Mairie de Doubs,6 Grande Rue,25300,DOUBS,25204,Doubs,CC du Grand Pontarlier,6 Grande Rue 25300 DOUBS,collectivite,,Projet d'assistance numérique aux démarches administratives,03 81 46 51 40,mairiedoubs@wanadoo.fr,https://www.commune-de-doubs.fr/,accomp_demarches-,adapt_handicap-,46.927768,6.350167,6 Grande Rue,6 Grande Rue 25300 Doubs,Doubs,25300
Maire de Noël Cerneux,10 Rue de l'Abbé Saunier,25500,NOËL-CERNEUX,25425,Noël-Cerneux,CC du Plateau de Russey,10 Rue de l'Abbé Saunier 25500 NOËL-CERNEUX,collectivite,,Premier accueil démarches administratives,03 81 67 01 75,mairie.noelcerneux@orange.fr,http://www.cc-russey.fr/fr/territoire/191/noel-cerneux,accomp_demarches-,adapt_handicap-,47.100534,6.664624,10 Rue de l’Abbe Saunier,10 Rue de l’Abbe Saunier 25500 Noël-Cerneux,Noël-Cerneux,25500
France services Morteau,4 place de la Halle,25500,MORTEAU,25411,Morteau,CC du Val de Morteau,4 place de la Halle 25500 MORTEAU,msap_mfs,,3 ordinateurs en libre service,03 81 68 56 96,franceservices@morteau.org,https://www.morteau.org/vos-services/espace-france-services/,accomp_demarches-,adapt_handicap-acces_libre-,47.056671,6.603771,Place de la Halle,Place de la Halle 25500 Morteau,Morteau,25500
Mairie de Mont Laval,3 rue du Chêne,25210,MONT DE LAVAL,25391,Mont de Laval,CC du Plateau de Russey,3 rue du Chêne 25210 MONT DE LAVAL,collectivite,,Photocopie  impression  de documents,03 81 68 93 04,mairie.montdelaval@orange.fr,https://montdelaval.fr/,,adapt_handicap-acces_libre-,47.170056,6.628479,3 Rue du Chene,3 Rue du Chene 25210 Mont-de-Laval,Mont-de-Laval,25210
Mairie de Ville du Pont,4 rue de la Fontaine,25620,VILLE DU PONT,25620,Ville du Pont,CC de Montbenoît,4 rue de la Fontaine 25620 VILLE DU PONT,collectivite,,Mise à disposition de matériel et accompagnement,03 81 38 10 06,mairie.villedupont@wanadoo.fr,,accomp_demarches-,adapt_handicap-acces_libre-,47.002862,6.477298,4 Rue de la Fontaine,4 Rue de la Fontaine 25650 Ville-du-Pont,Ville-du-Pont,25650
France services Maîche,24 Rue Montalembert,25120,MAICHE,25356,Maîche,CC du Pays de Maîche,24 Rue Montalembert 25120 MAICHE,msap_mfs,,Mise à disposition de matériel et accompagnement,03 81 64 17 06,contact@ccpm-maiche.com,,accomp_demarches-,adapt_handicap-acces_libre-,47.2522,6.803809,24 Rue Montalembert,24 Rue Montalembert 25120 Maîche,Maîche,25120
France services Saint Vit,3 place de la Mairie,25410,SAINT VIT,25527,Saint-Vit,CA du Grand Besancon,3 place de la Mairie 25410 SAINT VIT,msap_mfs,,Mise à disposition de matériel et accompagnement,03 81 87 40 46,france.services@saintvit.fr,,accomp_demarches-,adapt_handicap-acces_libre-,47.18088,5.809533,3 Place de la Mairie,3 Place de la Mairie 25410 Saint-Vit,Saint-Vit,25410
France services Le Russey,17 avenue de Lattre de Tassigny,25210,LE RUSSEY,25512,Le Russey,CC du Plateau de Russey,17 avenue de Lattre de Tassigny 25210 LE RUSSEY,msap_mfs,,,09 82 81 55 10,maisondesservicesdurussey@gmail.com,http://www.cc-russey.fr/fr/actualite/8375/espace-france-services,accomp_demarches-,,47.161913,6.727567,17 Av du Mal de Lattre de Tassigny,17 Av du Mal de Lattre de Tassigny 25210 Le Russey,Le Russey,25210
France Services Rougemont,4 place du marché,25680,ROUGEMONT,25680,Rougemont,CC des Deux Vallées Vertes,4 place du marché 25680 ROUGEMONT,msap_mfs,,,03 81 86 02 63,julie.boutin@cc2vv.fr,http://www.cc2vv.fr/etablissements-france-services.html,accomp_demarches-,,47.480046,6.354887,4 Place du Marché,4 Place du Marché 25680 Rougemont,Rougemont,25680
France Services Marchaux-Chaudefontaine,1 rue des écoles,25640,MARCHAUX-CHAUDEFONTAINE,25368,Marchaux-Chaudefontaine,CA du Grand Besancon,1 rue des écoles 25640 MARCHAUX-CHAUDEFONTAINE,msap_mfs,,,03 81 57 96 30,msap.marchaux@orange.fr,https://marchaux.fr/services-publics/,accomp_demarches-,,47.323515,6.134506,1 Rue des Ecoles,1 Rue des Ecoles 25640 Marchaux-Chaudefontaine,Marchaux-Chaudefontaine,25640
France services de Levier,10 place Bugnet,25270,LEVIER,25334,Levier,CC Altitude 800,10 place Bugnet 25270 LEVIER,msap_mfs,,,03 81 49 51 51,franceservices@cca800.fr,https://levier.fr/fr/nw/629891/605906/espace-france-services-3,,,46.953653,6.116531,10 Place Bugnet,10 Place Bugnet 25270 Levier,Levier,25270
52 battant,52 rue battant,25000,BESANCON,25056,Besançon,CA du Grand Besancon,52 rue battant 25000 BESANCON,association,,Espace de co-working,03 81 41 01 91,52@culture-action.org,http://www.culture-action.org/le-52/,tierslieux_cowork-,adapt_handicap-acces_payant-,47.24207,6.020767,52 Rue Battant,52 Rue Battant 25000 Besançon,Besançon,25000
CRIJ de Bourgogne-Franche-Comté,27 rue de la République,25000,BESANCON,25056,Besançon,CA du Grand Besancon,27 rue de la République 25000 BESANCON,association,,Information et accès aux droits,03 81 21 16 16,contact@jeunes-bfc.fr,https://www.jeunes-bfc.fr/,,,47.240218,6.027249,27 Rue de la République,27 Rue de la République 25000 Besançon,Besançon,25000
Cyberespace Léo Lagrange,4 rue des batteries du parc,25200,MONTBELIARD,25388,Montbéliard,CA Pays de Montbéliard Agglomération,4 rue des batteries du parc 25200 MONTBELIARD,association,,initiation individuelle et de groupes aux usages d'Internet et des outils numériques (travail collaboratif  e-formation  e-santé etc.),,,,ateliers_formations-,adapt_handicap-,47.518686,6.811344,4 Rue des Batteries du Parc,4 Rue des Batteries du Parc 25200 Montbéliard,Montbéliard,25200
Maison pour tous,2 Rue de la Fonderie,25230,SELONCOURT,25539,Seloncourt,CA Pays de Montbéliard Agglomération,2 Rue de la Fonderie 25230 SELONCOURT,association,,Initiation à l'utilisation d'Internet et des messageries,03 81 37 33 11,mpt.seloncourt@wanadoo.fr,http://www.mpt-seloncourt.fr/blog/index.php?post/2010/03/Maison-Pour-Tous-de-Seloncourt,ateliers_formations-,adapt_handicap-,47.461841,6.860526,2 Rue de la Fonderie,2 Rue de la Fonderie 25230 Seloncourt,Seloncourt,25230
Centre social de Grand Charmont,21 rue Pierre Curie,25200,GRAND-CHARMONT,25284,Grand-Charmont,CA Pays de Montbéliard Agglomération,21 rue Pierre Curie 25200 GRAND-CHARMONT,collectivite,,,03 81 32 02 47,,http://www.grand-charmont.com/solidarite/centre-social.htm,,,47.527826,6.822801,21 Rue Pierre Curie,21 Rue Pierre Curie 25200 Grand-Charmont,Grand-Charmont,25200
Médiathèque Espace Bruno MUTIN,18-20 rue du village,25370,METABIEF,25380,Metabief,CC des Lacs et Montagnes du Haut-Doubs,18-20 rue du village 25370 METABIEF,biblioth_que,,PC en libre service,09.62.62.90.52,mediatheque@metabief.fr,https://www.metabief.fr/index.php/culture-et-loisirs/mediatheque,accomp_demarches-ateliers_formations-tierslieux_cowork-,adapt_handicap-acces_libre-itinerance-acces_payant-,46.773313,6.349464,20 Rue du Village,20 Rue du Village 25370 Métabief,Métabief,25370
EPN de Grand-Charmont,5 rue de Sochaux,25200,Grand-Charmont,25284,Grand-Charmont,CA Pays de Montbéliard Agglomération,5 rue de Sochaux 25200 Grand-Charmont,espnum,,,03.81.32.19.17,,https://www.grand-charmont.com/solidarite/epn.htm,,,47.526409,6.826627,5 Rue de Sochaux,5 Rue de Sochaux 25200 Grand-Charmont,Grand-Charmont,25200
Centre social escapade,15 av. Maréchal Foch,25400,Audincourt,25031,Audincourt,CA Pays de Montbéliard Agglomération,15 av. Maréchal Foch 25400 Audincourt,espnum,,,,,https://www.audincourt.fr/?actualite=inauguration-du-tiers-lieu-la-maison-3d,,,47.488185,6.825094,15 Avenue du Marechal Foch,15 Avenue du Marechal Foch 25400 Audincourt,Audincourt,25400
Pavillon des sciences,3 rue Charles Lalance  Parc du Près-la-Rose,25200,Montbéliard,25388,Montbéliard,CA Pays de Montbéliard Agglomération,3 rue Charles Lalance  Parc du Près-la-Rose 25200 Montbéliard,espnum,,,,,https://www.pavillon-sciences.com/web/,,,47.506733,6.793538,Rue Charles Lalance,Rue Charles Lalance 25200 Montbéliard,Montbéliard,25200
Maison pour tous,41 Grande rue,25550,Bavans,25048,Bavans,CA Pays de Montbéliard Agglomération,41 Grande rue 25550 Bavans,espnum,,,03.81.92.64.25,Stephane.THOCKLER@agglo-montbeliard.fr,,,,47.480477,6.736854,41 Grande Rue,41 Grande Rue 25550 Bavans,Bavans,25550
Numerica,cours leprince Ringuet,25200,Montbéliard,25388,Montbéliard,CA Pays de Montbéliard Agglomération,cours leprince Ringuet 25200 Montbéliard,entreprise,,,,,https://numericabfc.com/,,,47.496067,6.805527,Cours Louis Leprince Ringuet,Cours Louis Leprince Ringuet 25200 Montbéliard,Montbéliard,25200
France Services Le Russey,17 Avenue Lattre de Tassigny,25210,LE RUSSEY,25512,Le Russey,CC du Plateau de Russey,17 Avenue Lattre de Tassigny 25210 LE RUSSEY,msap_mfs,1,Imprimante  photocopieuse  scanner  ordinateur avec accès internet Accès aux sites des opérateurs partenaires (CAF  CPAM  MSA  DDFIP  Pôle Emploi…),09 82 81 55 10,maisondesservicesdurrussey@gmail.com,https://www.cohesion-territoires.gouv.fr/france-services,accomp_demarches-ateliers_formations-tierslieux_cowork-,adapt_handicap-acces_libre-itinerance-acces_payant-,47.161913,6.727567,17 Av du Mal de Lattre de Tassigny,17 Av du Mal de Lattre de Tassigny 25210 Le Russey,Le Russey,25210
BIBLIOTHEQUE de LAVERNAY,Rue de la Grapille,25170,LAVERNAY,25332,Lavernay,CC du Val Marnaysien,Rue de la Grapille 25170 LAVERNAY,,,,03 81 58 15 25,mairie.lavernay@wanadoo.fr,,,,47.246415,5.818126,Rue de la Grapille,Rue de la Grapille 25170 Lavernay,Lavernay,25170
Club des 7 moulins (3ème age),Rue de la Grapille,25170,LAVERNAY,25332,Lavernay,CC du Val Marnaysien,Rue de la Grapille 25170 LAVERNAY,association,,,03 81 58 15 25,mairie.lavernay@wanadoo.fr,,,,47.246415,5.818126,Rue de la Grapille,Rue de la Grapille 25170 Lavernay,Lavernay,25170
Vire-Tamis,Rue de la Grapille,25170,LAVERNAY,25332,Lavernay,CC du Val Marnaysien,Rue de la Grapille 25170 LAVERNAY,association,,,03 81 58 15 25,mairie.lavernay@wanadoo.fr,,,,47.246415,5.818126,Rue de la Grapille,Rue de la Grapille 25170 Lavernay,Lavernay,25170
BIBLIOTHEQUE,3 place de l'église,25170,Moncley,25383,Moncley,CC du Val Marnaysien,3 place de l'église 25170 Moncley,,,,03 81 58 02 42,mairie.moncley@wandoo.fr,,,,47.310135,5.890748,3 Place de l'Eglise,3 Place de l'Eglise 25170 Moncley,Moncley,25170
CLUB 3EME AGE,5 rue de la neuvie,25170,Moncley,25383,Moncley,CC du Val Marnaysien,5 rue de la neuvie 25170 Moncley,association,,,03 81 55 02 25,furlanfufu@yahoo.fr,,,,47.310185,5.89154,5 Rue de la Neuvie,5 Rue de la Neuvie 25170 Moncley,Moncley,25170
SOUTIEN AUX PERSONNES AGEES,4 route d'emagny,25170,Moncley,25383,Moncley,CC du Val Marnaysien,4 route d'emagny 25170 Moncley,association,,,03 81 55 01 00,patrick.meutelet@gmail.com,,,,47.310782,5.891258,4 Route d'Emagny,4 Route d'Emagny 25170 Moncley,Moncley,25170
BIBLIOTHEQUE MUNICIPALE,10 Grande rue,25170,Jallerange,25317,Jallerange,CC du Val Marnaysien,10 Grande rue 25170 Jallerange,,,,03 81 58 23 82,mairie@jallerange.fr,,,,47.253216,5.716283,10 Grande Rue,10 Grande Rue 25170 Jallerange,Jallerange,25170
DETENTE ET LOISIRS,10 Grande rue,25170,Jallerange,25317,Jallerange,CC du Val Marnaysien,10 Grande rue 25170 Jallerange,association,,,03 81 58 23 82,adeljallerange@gmail.com,,,,47.253216,5.716283,10 Grande Rue,10 Grande Rue 25170 Jallerange,Jallerange,25170
club informatique Flor anim,2 rue des diligences,25170,EMAGNY,25217,Emagny,CC du Val Marnaysien,2 rue des diligences 25170 EMAGNY,association,,,,,,,,47.310469,5.868815,2 Rue des Diligences,2 Rue des Diligences 25170 Émagny,Émagny,25170
CLUB 3EME AGE,,70150,Marnay,70334,Marnay,CC du Val Marnaysien,70150 Marnay,association,,,03 81 58 11 52,,,,,47.294074,5.772888,Marnay,Marnay,Marnay,70150
Génération Mouvement,4 grande rue,70150,Tromarey,70509,Tromarey,CC du Val Marnaysien,4 grande rue 70150 Tromarey,association,,,03 84 31 53 53,,,,,47.337534,5.719237,4 Grande Rue,4 Grande Rue 70150 Tromarey,Tromarey,70150
Ludobibliothèque,2  rue Carnot,70150,Marnay,70334,Marnay,CC du Val Marnaysien,2  rue Carnot 70150 Marnay,collectivite,,,03 84 31 74 42,bibliomarnay70@gmail.com,,,,47.289523,5.771258,2 Rue Carnot,2 Rue Carnot 70150 Marnay,Marnay,70150
France services Ornans,32 Rue Jacques Gervais - BP 54,25290,Ornans,25434,Ornans,CC Loue-Lison,32 rue Jacques Gervais 25290 Ornans,msap_mfs,"Lundi, mardi et jeudi: 9h-12h30/ 13h30-18h Mercredi: 9h-12h Vendredi: 9h-12h30/ 13h30-16h Samedi, en semaine impaire: 9h-12h",Pas d'ateliers/formations Accueil avec ou sans rdv Gratuit Accompagnement aux démarches adminsitratives du quotidien,0370889670,ornans@france-service.gouv.fr,https://cclouelison.fr/fr/rb/417588/france-services-24,accomp_demarches,adapt_handicap-acces_libre-acces_payant,47.10291,6.152156,32 Rue Jacques Gervais,32 Rue Jacques Gervais 25290 Ornans,Ornans,25290
France services Amancey,13 rue du Four,25330,Amancey,25015,Amancey,CC Loue-Lison,13 rue du Four 25330 Amancey,msap_mfs,1,la Poste est aussi présente,03.70.88.50.10,contact@cclouelison.fr,https://cclouelison.fr/fr/,accomp_demarches-ateliers_formations-tierslieux_cowork-,adapt_handicap-acces_libre-itinerance-acces_payant-,47.037799,6.070477,13 Rue du Four,13 Rue du Four 25330 Amancey,Amancey,25330
France services Quingey,4 Lot. Les Rives de la Loue,25440,Quingey,25475,Quingey,CC Loue-Lison,4 Lot. Les Rives de la Loue 25440 Quingey,msap_mfs,1,,03.81..86.79.80,contact@cclouelison.fr,https://cclouelison.fr/fr/,accomp_demarches-ateliers_formations-,adapt_handicap-acces_libre-itinerance-acces_payant-,47.101956,5.882836,Lotissement les Rives de la Loue,Lotissement les Rives de la Loue 25440 Quingey,Quingey,25440
France Services Morteau,Place de l’Hôtel de ville,25500,MORTEAU,25411,Morteau,CC du Val de Morteau,Place de l’Hôtel de ville 25500 MORTEAU,msap_mfs,,,03 81 68 56 96,franceservices@morteau.org,https://www.morteau.org/vos-services/espace-france-services/,,,47.056602,6.604689,Place de l'Hotel de Ville,Place de l'Hotel de Ville 25500 Morteau,Morteau,25500
France Services Hérimoncourt,3 rue Pierre Peugeot,25310,HERIMONCOURT,25304,Hérimoncourt,CA Pays de Montbéliard Agglomération,3 rue Pierre Peugeot 25310 HERIMONCOURT,msap_mfs,,,09 62 69 61 15,france.services.25600@gmail.com,,,,47.442171,6.882181,3 Rue Pierre Peugeot,3 Rue Pierre Peugeot 25310 Hérimoncourt,Hérimoncourt,25310
France Services Saône,26 rue de la mairie,25660,SAONE,25532,Saône,CA du Grand Besancon,26 rue de la mairie 25660 SAONE,msap_mfs,,,,,https://www.saone.fr/index.php/marches-publics,,,47.22504,6.117091,26 Rue de la Mairie,26 Rue de la Mairie 25660 Saône,Saône,25660
France Services Montenois,4 Place Toussaint Louverture,25260,MONTENOIS,25394,Montenois,CA Pays de Montbéliard Agglomération,4 Place Toussaint Louverture 25260 MONTENOIS,msap_mfs,,,03 81 36 52 03,france.services.montbeliard@gmail.com,,,,47.491888,6.665429,4 Place Toussaint Louverture,4 Place Toussaint Louverture 25260 Montenois,Montenois,25260
France Services Fesches le Châtel,1 rue François Mitterand,25490,FESCHES LE CHATEL,25512,Fesches-le-Châtel,CA Pays de Montbéliard Agglomération,1 rue François Mitterand 25490 FESCHES LE CHATEL,msap_mfs,,,09 62 69 61 15,france.services.25600@gmail.com,,,,47.522481,6.912569,1 Rue Francois Mitterrand,1 Rue Francois Mitterrand 25490 Fesches-le-Châtel,Fesches-le-Châtel,25490
CIAS Loue Lison,2 sites : FS Ornans et FS Quingey,25290,ORNANS,25434,Ornans,CC Loue-Lison,2 sites : FS Ornans et FS Quingey 25290 ORNANS,ccas,1,,03.81.62.20.19,contact@cclouelison.fr,https://cclouelison.fr/fr/,accomp_demarches-,adapt_handicap-acces_libre-itinerance-acces_payant-,47.101697,5.886695,2 Route d'Ornans,2 Route d'Ornans 25440 Quingey,Quingey,25440
Bibliothèque Amancey (Bib'All),13 rue du Four,25330,Amancey,25015,Amancey,CC Loue-Lison,13 rue du Four 25330 Amancey,collectivite,1,,03.81.86.75.72,contact@cclouelison.fr,https://cclouelison.fr/fr/,accomp_demarches-ateliers_formations-,adapt_handicap-acces_libre-itinerance-acces_payant-,47.037799,6.070477,13 Rue du Four,13 Rue du Four 25330 Amancey,Amancey,25330
Maison France Service,,25110,BAUME LES DAMES,25047,Baume-les-Dames,CC du Doubs Baumois,25110 BAUME LES DAMES,msap_mfs,,,03 81 84 72 45,franceservices@baumelesdames.org,,,,47.349262,6.361718,Baume-les-Dames,Baume-les-Dames,Baume-les-Dames,25110
Agence postale de Villersexel,Place du général de Gaulle,70110,Villersexel,70561,Voujeaucourt,CC du Pays de Villersexel,Place du général de Gaulle 70110 Villersexel,entreprise,,,03 84 20 39 40,,,,,47.550792,6.432014,Place General de Gaulle,Place General de Gaulle 70110 Villersexel,Villersexel,70110
ESAT Villersexel,90 rue de la croix Marmin,70110,Villersexel,70561,Villersexel,CC du Pays de Villersexel,90 rue de la croix Marmin 70110 Villersexel,association,,,03 84 63 00 56,esat@ahs-fc.fr,https://www.ahs-fc.fr/etablissement.php?idM=1&idE=17,,,47.549023,6.432082,90 Rue de la Croix Marmin,90 Rue de la Croix Marmin 70110 Villersexel,Villersexel,70110
Club amitié rencontres,201 rue du 13 septembre 1944,70110,Villersexel,70561,Villersexel,CC du Pays de Villersexel,201 rue du 13 septembre 1944 70110 Villersexel,association,,,03 84 20 31 66,,,,,47.549367,6.434952,201 Rue du 13 Septembre 1944,201 Rue du 13 Septembre 1944 70110 Villersexel,Villersexel,70110
Club joie de vivre,7 rue de la mairie,70110,Gouhenans,70271,Gouhenans,CC du Pays de Villersexel,7 rue de la mairie 70110 Gouhenans,association,,,03 84 20 11 08,m25clement@yahoo.fr,http://club.gouhenans.free.fr/,,,47.606074,6.467569,7 Rue de la Mairie,7 Rue de la Mairie 70110 Gouhenans,Gouhenans,70110
ASCE section fil d'argent,,70110,Esprels,70219,Esprels,CC du Pays de Villersexel,70110 Esprels,association,,,06 74 69 21 04,,https://www.esprels.fr/le-fil-d-argent-club-des-aines-a-esprels--1311627365.html,,,47.536617,6.366427,Esprels,Esprels,Esprels,70110
CLIC,Place de la mairie,70110,Marast,70332,Marast,CC du Pays de Villersexel,Place de la mairie 70110 Marast,association,,,03 84 20 39 52,mairie.moimay@orange.fr,,,,47.535498,6.373741,Place de la Mairie,Place de la Mairie 70110 Esprels,Esprels,70110
Bibliothèque de Villersexel,12 chemin espargelles,70110,Saint-Sulpice,70110,Saint-Sulpice,CC du Pays de Villersexel,12 chemin espargelles 70110 Saint-Sulpice,biblioth_que,,,,,,,,47.564445,6.44656,12 Chemin des Espargelles,12 Chemin des Espargelles 70110 Saint-Sulpice,Saint-Sulpice,70110
Médiathèque d'Esprels,2 Rue du Breuil,70110,Esprels,70219,Esprels,CC du Pays de Villersexel,2 Rue du Breuil 70110 Esprels,biblioth_que,,,03 84 30 48 34,,mediatheque.esprels@orange.fr,,,47.517799,6.54212,2 Rue du Breuil,2 Rue du Breuil 70110 Courchaton,Courchaton,70110
Bibliothèque de Senargent,3 place de l'église,70110,Senargent-Mignafans,70487,Senargent-Mignafans,CC du Pays de Villersexel,3 place de l'église 70110 Senargent-Mignafans,biblioth_que,,,,,,,,47.566333,6.52639,3 Place de l’Eglise,3 Place de l’Eglise 70110 Senargent-Mignafans,Senargent-Mignafans,70110
Secours catholique,871 rue de l'hermitage,70110,Villersexel,70561,Villersexel,CC du Pays de Villersexel,871 rue de l'hermitage 70110 Villersexel,association,,,,,,,,47.562256,6.452598,871 Rue de l'Hermitage,871 Rue de l'Hermitage 70110 Villersexel,Villersexel,70110
Restos du cœur,193 rue de l'armée de l'Est,70110,Villersexel,70561,Villersexel,CC du Pays de Villersexel,193 rue de l'armée de l'Est 70110 Villersexel,association,,,03 84 20 50 63,,,,,47.546429,6.428524,Rue de l'Armée de l'Est,Rue de l'Armée de l'Est 70110 Villersexel,Villersexel,70110
club d'entreprises du Pays de Villersexel,24 grande rue,70110,Saint-Sulpice,70110,Saint-Sulpice,CC du Pays de Villersexel,24 grande rue 70110 Saint-Sulpice,association,,,,,clubentreprisepv@gmail.com,,,47.564511,6.450078,24 Grande Rue,24 Grande Rue 70110 Saint-Sulpice,Saint-Sulpice,70110
ADMR,130 rue de Schonau,70110,Villersexel,70561,Villersexel,CC du Pays de Villersexel,130 rue de Schonau 70110 Villersexel,association,,,03 84 20 33 44,,msvillersexel@fede70.admr.org,,,47.550236,6.434171,130 Rue de Schönau,130 Rue de Schönau 70110 Villersexel,Villersexel,70110
Mission locale Hericourt-Villersexel,11 rue de la tuilerie,70400,Hericourt,70285,Hericourt,CC du Pays de Villersexel,11 rue de la tuilerie 70400 Hericourt,collectivite,,,03 84 46 58 03,,catherine.locatelli@milobfc.fr,,,47.572184,6.756945,11 Rue de la Tuilerie,11 Rue de la Tuilerie 70400 Héricourt,Héricourt,70400
Association des parents d'élèves du college,15 rue des vignes,70110,Villersexel,70561,Villersexel,CC du Pays de Villersexel,15 rue des vignes 70110 Villersexel,association,,,,,,,,47.554249,6.443236,15 Rue des Vignes,15 Rue des Vignes 70110 Villersexel,Villersexel,70110
Association culturelle et sportive du primaire,231 rue du 13 septembre 1944,70110,Villersexel,70561,Villersexel,CC du Pays de Villersexel,231 rue du 13 septembre 1944 70110 Villersexel,association,,,03 84 20 33 39,,,,,47.548695,6.434682,231 Rue du 13 Septembre 1944,231 Rue du 13 Septembre 1944 70110 Villersexel,Villersexel,70110
MAS Guy de Moustier,158 rue de Martiney,70110,Villersexel,70561,Villersexel,CC du Pays de Villersexel,158 rue de Martiney 70110 Villersexel,,,,03 84 63 48 00,,guydemoustier@ahs-fc.fr,,,47.545403,6.428681,158 Rue de Martiney,158 Rue de Martiney 70110 Villersexel,Villersexel,70110
Ehpad Griboulard,441 rue du 13 septembre 1944,70110,Villersexel,70561,Villersexel,CC du Pays de Villersexel,441 rue du 13 septembre 1944 70110 Villersexel,,,,03 84 20 53 82,,,,,47.547218,6.432218,441 Rue du 13 Septembre 1944,441 Rue du 13 Septembre 1944 70110 Villersexel,Villersexel,70110
Fondation de Grammont (EHPAD),205 Rue de l'Hopital,70110,Villersexel,70561,Villersexel,CC du Pays de Villersexel,205 Rue de l'Hopital 70110 Villersexel,,,,03 84 20 50 98,,,,,47.552761,6.437046,205 Rue de l'Hôpital,205 Rue de l'Hôpital 70110 Villersexel,Villersexel,70110
EPN centre-ville Médiathèque Pierre Bayle,27  Rue de la république,25050,Besançon,25056,Besançon,CA du Grand Besancon,27  Rue de la république 25000 Besançon,espnum,1,Sallel EPN + postes en libre accés dans la bibliothèque,03 81 87 84 27,epn@besancon.fr,https://epn.besancon.fr/,accomp_demarches-ateliers_formations-tierslieux_cowork-,adapt_handicap-acces_libre-itinerance-acces_payant-,47.240218,6.027249,27 Rue de la République,27 Rue de la République 25000 Besançon,Besançon,25000
EPN Montrapon Centre Pierre deCoubertin,1  Place de Coubertin,25000,Besançon,25056,Besançon,CA du Grand Besancon,1  Place de Coubertin 25000 Besançon,espnum,1,Dans le centre Pierre de Coubertin,03 81 87 84 27,epn@besancon.fr,https://epn.besancon.fr,accomp_demarches-ateliers_formations-tierslieux_cowork-,adapt_handicap-acces_libre-itinerance-acces_payant-,47.247253,6.000357,1 Place Pierre de Coubertin,1 Place Pierre de Coubertin 25000 Besançon,Besançon,25000
EPN Planoise Centre Nelson Mandela,13  Avenue de Ile de France,25000,Besançon,25056,Besançon,CA du Grand Besancon,13  Avenue de Ile de France 25000 Besançon,espnum,1,Dans le centre Mandela,03 81 87 84 27,epn@besancon.fr,https://epn.besancon.fr,accomp_demarches-ateliers_formations-tierslieux_cowork-,adapt_handicap-acces_libre-itinerance-acces_payant-,47.221329,5.967441,13 Avenue de l'île de France,13 Avenue de l'île de France 25000 Besançon,Besançon,25000
Maison de quartier Grette - Butte,31 bis  Avenue Général Brulard,25000,Besançon,25056,Besançon,CA du Grand Besancon,31 bis  Avenue Général Brulard 25000 Besançon,collectivite,0,,03 81 87 82 40,grette.mdq@besancon.fr,https://besancon.fr,accomp_demarches-ateliers_formations-tierslieux_cowork-,adapt_handicap-acces_libre-itinerance-acces_payant-,47.227771,6.005491,31b Rue Général Brulard,31b Rue Général Brulard 25000 Besançon,Besançon,25000
Maison de quartier Bains-Douches,1  Rue de l'école,25000,Besançon,25056,Besançon,CA du Grand Besancon,1  Rue de l'école 25000 Besançon,collectivite,0,,03 81 41 57 58,,https://besancon.fr,accomp_demarches-ateliers_formations-tierslieux_cowork-,adapt_handicap-acces_libre-itinerance-acces_payant-,47.240319,6.01915,1 Rue de l'école,1 Rue de l'école 25000 Besançon,Besançon,25000
MJC Clairs-Soleils,67 E  Rure de Chalzeule,25000,Besançon,25056,Besançon,CA du Grand Besancon,67 E  Rure de Chalzeule 25000 Besançon,association,0,,03 81 41 55 66,centresocial.clairsoleils@wabadoo.fr,http://www.mjc-besancon.fr/,accomp_demarches-ateliers_formations-tierslieux_cowork-,adapt_handicap-acces_libre-itinerance-acces_payant-,47.231832,6.02383,Avenue de la gare d'eau,Avenue de la gare d'eau 25000 Besançon,Besançon,25000
FABLAB des Fabriques,10  Rue Picasso,25000,Besançon,25056,Besançon,CA du Grand Besancon,10  Rue Picasso 25000 Besançon,espnum,1,,03 81 87 85 80,fablab@grandbesancon.fr,https://fablab.grandbesancon.fr,accomp_demarches-ateliers_formations-tierslieux_cowork-,adapt_handicap-acces_libre-itinerance-acces_payant-,47.219005,5.973584,Rue Pablo Picasso,Rue Pablo Picasso 25000 Besançon,Besançon,25000
Maison France Services,10  rue Picasso,25000,Besançon,25056,Besançon,CA du Grand Besancon,10  rue Picasso 25000 Besançon,msap_mfs,,,,,https://www.grandbesancon.fr/demarche-administrative/la-maison-de-services-au-public-msap/,,,47.219005,5.973584,Rue Pablo Picasso,Rue Pablo Picasso 25000 Besançon,Besançon,25000
